Nama,No telepon 
Loko Djojo Toko,0341-325298 (+62-0341-325298)
Madiun Toko,0351-464768 (+62-0351-464768)
Maduratna Toko,0341-325986 (+62-0341-325986)
Madju Toko,0343-426922 (+62-0343-426922)
Mahkota Toko,0343-426314 (+62-0343-426314)
Makmur Toko,0341-325434 (+62-0341-325434)
Makmur Toko,0341-366143 (+62-0341-366143)
Masjhur Toko,"0341-364383, 0341-326544 (+62-0341-364383, 0341-326544)"
Matahari Toko,0342-801855 (+62-0342-801855)
Megah Djaja Toko,0341-325482 (+62-0341-325482)
Mekarsari Toko,0351-462335 (+62-0351-462335)
Melati Toko,0321-321626 (+62-0321-321626)
Mini Market Saudara UD,0341-384973 (+62-0341-384973)
Morodadi Toko,0341-491544 (+62-0341-491544)
Mulia Toko,0331-483097 (+62-0331-483097)
Murah Toko,0351-462725 (+62-0351-462725)
Murni Djaja Toko,0343-421574 (+62-0343-421574)
Naga Hijau Toko,"0341-361206, 0341-324653 (+62-0341-361206, 0341-324653)"
New Anugerah Toko,0341-326901 (+62-0341-326901)
Ong Toko,0341-362196 (+62-0341-362196)
Oscar Toko,0343-421011 (+62-0343-421011)
Panca Ragam Toko,0341-364613 (+62-0341-364613)
Panderman Toko,0341-551462 (+62-0341-551462)
Pelita Toko,0324-322542 (+62-0324-322542)
Pendowo Toko,0333-424823 (+62-0333-424823)
Piala Toko,0331-421431 (+62-0331-421431)
Piala Toko,"0331-481844, 0331-482833 (+62-0331-481844, 0331-482833)"
Podo Djojo Toko,0341-362757 (+62-0341-362757)
Podo Podo Toko,0355-321980 (+62-0355-321980)
Podomoro Toko,0341-326212 (+62-0341-326212)
Pojok Toko,0341-366382 (+62-0341-366382)
Pojok Toko,0341-804726 (+62-0341-804726)
Polos Toko,0331-487137 (+62-0331-487137)
Prima Toko,0324-322380 (+62-0324-322380)
Pulau Mas Toko,0341-362374 (+62-0341-362374)
Rahayu Toko,0355-321096 (+62-0355-321096)
Rameni Toko,0341-366091 (+62-0341-366091)
Rejeki Toko,0341-491549 (+62-0341-491549)
Rejeki Toko,0341-357272 (+62-0341-357272)
Rejosari Toko,0351-462795 (+62-0351-462795)
Remaja Toko,0341-366858 (+62-0341-366858)
Ria Toko,0331-487367 (+62-0331-487367)
Rukun Jaya Toko,0353-882972 (+62-0353-882972)
Sadar Toko,0341-364084 (+62-0341-364084)
Samarinda Toko,0341-324799 (+62-0341-324799)
Samodra Toko,0324-322731 (+62-0324-322731)
Samudra Toko,0342-804328 (+62-0342-804328)
Samudra Toko,0342-801962 (+62-0342-801962)
Santoso Toko,0341-326834 (+62-0341-326834)
Sederhana Toko,0324-322871 (+62-0324-322871)
Sejati Toko,0351-462509 (+62-0351-462509)
Semi Jaya Toko,0341-568143 (+62-0341-568143)
Seno Toko,031-8292165 (+62-031-8292165)
Sentral Toko,0351-462545 (+62-0351-462545)
Sentral Toko,0343-421886 (+62-0343-421886)
Sepuluh Toko,0324-322563 (+62-0324-322563)
Undefined,0324-322563 (+62-0324-322563)
Setiadi Toko,0342-801487 (+62-0342-801487)
Simar Jaya Toko,0324-323081 (+62-0324-323081)
Sinar Cemerlang Toko,0331-487794 (+62-0331-487794)
Sinar Jaya Toko,031-7881176 (+62-031-7881176)
Sinar Logam Toko,0324-322734 (+62-0324-322734)
Sinta Toko,0324-322320 (+62-0324-322320)
Srikandi Toko,0331-487570 (+62-0331-487570)
Subur Toko,0341-364185 (+62-0341-364185)
Subur Toko,0341-366583 (+62-0341-366583)
Subur Toko,0351-462206 (+62-0351-462206)
Sumber Hidup Toko,0341-325176 (+62-0341-325176)
Sumber Jaya Toko,031-8910468 (+62-031-8910468)
Sumber Mas Toko,031-3982149 (+62-031-3982149)
Sumber Mas Toko,0321-321030 (+62-0321-321030)
Sumber Rejeki Toko,0341-325731 (+62-0341-325731)
Sumber Sehat Toko,0351-462339 (+62-0351-462339)
Sumber Subur Toko,0333-424930 (+62-0333-424930)
Surasa Toko,0341-362431 (+62-0341-362431)
Undefined,0341-362431 (+62-0341-362431)
Surya Toko,0342-801476 (+62-0342-801476)
Swan Toko,0331-485703 (+62-0331-485703)
Takim Toko,0342-801596 (+62-0342-801596)
Tegas Toko,0341-364471 (+62-0341-364471)
Terang Toko,0341-364137 (+62-0341-364137)
Tiga Dua Toko,0355-321332 (+62-0355-321332)
Tiga Toko,0324-322896 (+62-0324-322896)
Timur Toko,0324-322928 (+62-0324-322928)
Trembini Toko,0341-325084 (+62-0341-325084)
Tridjaya Toko,0351-462577 (+62-0351-462577)
Untung Toko,0333-424797 (+62-0333-424797)
Utama Sari Toko,0331-484418 (+62-0331-484418)
Ven Lie Toko,0341-325429 (+62-0341-325429)
Vita Daya Toko,0341-325789 (+62-0341-325789)
Warna Agung Toko,0351-462214 (+62-0351-462214)
Yusuf Abadi Toko,0341-324922 (+62-0341-324922)
Matahari Tatagriya Pesona PT,"0341-345161, 0341-345162, 0341-345163, 0341-345164, 0341-345165, 0341-345166, 0341-345167, 0341-345168, 0341-345169, 0341-345170 (+62-0341-345161, 0341-345162, 0341-345163, 0341-345164, 0341-345165, 0341-345166, 0341-345167, 0341-345168, 0341-345169, 0341-345170)"
Matahari Tatagriya Pesona PT,"0341-416389, 0341-416390, 0341-416391, 0341-416392, 0341-416393, 0341-416394, 0341-416395, 0341-416396, 0341-416397, 0341-416398 (+62-0341-416389, 0341-416390, 0341-416391, 0341-416392, 0341-416393, 0341-416394, 0341-416395, 0341-416396, 0341-416397, 0341-416398)"
Sinar Bumi Sentausa,031-5997370 (+62-031-5997370)
Tri Anugerah Metalindo PT,"0343-740228, 0343-740229 (+62-0343-740228, 0343-740229)"
Agung Jaya Toko,031-5315668 (+62-031-5315668)
Anda Mini Market,0341-484497 (+62-0341-484497)
Angkarta Kusuma Pardana PT,0331-482193 (+62-0331-482193)
Apollo Toko,0324-323198 (+62-0324-323198)
Bonnet Supermarket,031-5945662 (+62-031-5945662)
Bravo Swalayan,0356-329607 (+62-0356-329607)
Bravo Swalayan,0353-885573 (+62-0353-885573)
Candi Mini Market,0355-322128 (+62-0355-322128)
Chicco Mini Swalayan,"031-8412441, 031-8413382, 031-8417215, 031-8419251 (+62-031-8412441, 031-8413382, 031-8417215, 031-8419251)"
Fa Sam Hoo Kongsie,031-3530668 (+62-031-3530668)
Dian Toserba,031-8964471 (+62-031-8964471)
Gatra Swalayan,0341-320087 (+62-0341-320087)
Goldon Swalayan,0355-329518 (+62-0355-329518)
Hero Supermarket PT,"0341-350851, 0341-352521, 0341-355445 (+62-0341-350851, 0341-352521, 0341-355445)"
IBM Swalayan,"031-3572147, 031-3577219, 031-3579058 (+62-031-3572147, 031-3577219, 031-3579058)"
Irma Toko,"0341-551003, 0341-551403 (+62-0341-551003, 0341-551403)"
Maspion Bazaar PT,031-5678738 (+62-031-5678738)
Media Swalayan,0338-671210 (+62-0338-671210)
Ramai Toserba,031-8703355 (+62-031-8703355)
Ratu CB Swalayan Bajang,0341-493862 (+62-0341-493862)
Sake Market,031-8661251 (+62-031-8661251)
Sarinah Dept & Stores PT,"0341-364523, 0341-323186, 0341-326969 (+62-0341-364523, 0341-323186, 0341-326969)"
Sarinah Supermarket Sawojajar PT,"0341-718888, 0341-719076, 0341-719077, 0341-719078, 0341-719079 (+62-0341-718888, 0341-719076, 0341-719077, 0341-719078, 0341-719079)"
Sinar Brawijaya Multi Retail,0341-551959 (+62-0341-551959)
Sinar Supermarket,"0341-572265, 0341-572266 (+62-0341-572265, 0341-572266)"
Undefined,"0341-572265, 0341-572266 (+62-0341-572265, 0341-572266)"
Talia Swalayan,031-8438963 (+62-031-8438963)
Tops Swalayan Darmo,"031-7348627, 031-7340218 (+62-031-7348627, 031-7340218)"
Vida Swalayan,"031-5671603, 031-5671605 (+62-031-5671603, 031-5671605)"
Vida Swalayan,031-5671641 (+62-031-5671641)
Global Citrapersada PT,"031-3282699, 031-3282700 (+62-031-3282699, 031-3282700)"
Cwamas Citra Prakarsa PT,031-3552542 (+62-031-3552542)
Oleng Sibutong Pemandian,0331-540033 (+62-0331-540033)
Tirta Kencana Kolam Renang,0355-323607 (+62-0355-323607)
BG Sony Playstation,031-5348199 (+62-031-5348199)
Duta Interlining PT,031-8530359 (+62-031-8530359)
Caladi Lima Sembilan PT,"031-5046773, 031-5048944, 031-5048945, 031-5048946 (+62-031-5046773, 031-5048944, 031-5048945, 031-5048946)"
Lotus & Co,"031-8666780, 031-8669417 (+62-031-8666780, 031-8669417)"
Surya Permata CV,031-8430738 (+62-031-8430738)
Aneka Karya PD,031-3893901 (+62-031-3893901)
Ako Garment,0341-551728 (+62-0341-551728)
Amelya Konfeksi,0355-322134 (+62-0355-322134)
Aneka Seragam Toko,0342-802525 (+62-0342-802525)
Aneka Seragam Toko,0342-802304 (+62-0342-802304)
Bandung Multitradea,031-8682544 (+62-031-8682544)
Batu Serumpun Fashion,0336-441375 (+62-0336-441375)
Undefined,0336-441375 (+62-0336-441375)
Cipta Busana,0341-322461 (+62-0341-322461)
Citra Busana Fashion,0336-441290 (+62-0336-441290)
Citra Busana Toko,0321-866304 (+62-0321-866304)
Damai UD,031-3717244 (+62-031-3717244)
Dewita Fashion Toko,0352-461055 (+62-0352-461055)
Dhanys UD,031-5623987 (+62-031-5623987)
Dina Fashion,031-3982715 (+62-031-3982715)
Doa Bundo Toko,0341-361732 (+62-0341-361732)
Duta Busana Toko,031-8962832 (+62-031-8962832)
Dwi Cipta Abadi Garment,0341-580717 (+62-0341-580717)
Empire Factory Outlet,"031-5922660, 031-5922814, 031-5922815, 031-5933878, 031-5940314 (+62-031-5922660, 031-5922814, 031-5922815, 031-5933878, 031-5940314)"
Eve,031-5662861 (+62-031-5662861)
Gabrielle Konfeksi,0341-493141 (+62-0341-493141)
Gervin Toko,"031-5616154, 031-5616456 (+62-031-5616154, 031-5616456)"
Global Garment,031-3536496 (+62-031-3536496)
Hammer,031-5315578 (+62-031-5315578)
Hana Konfeksi,0355-322147 (+62-0355-322147)
Hawai Fashion,0342-803174 (+62-0342-803174)
Imanuel Toko,031-3715107 (+62-031-3715107)
Indo Garment Plastik CV,031-8912369 (+62-031-8912369)
Indoreka Busana Makmur PT,"031-8968728, 031-8968738 (+62-031-8968728, 031-8968738)"
Intan Konveksi,031-8913734 (+62-031-8913734)
Jaya Garment PT,"0343-656109, 0343-656287 (+62-0343-656109, 0343-656287)"
Joshua Men's Fashion,031-3556358 (+62-031-3556358)
Kartika Busana Toko,0351-895376 (+62-0351-895376)
Kartika Toko,031-3982004 (+62-031-3982004)
Kendedes Griya Batik,0341-572294 (+62-0341-572294)
Kijang Kencana Toko,0341-326534 (+62-0341-326534)
King's Garment,"0343-632496, 0343-632497 (+62-0343-632496, 0343-632497)"
Legian Indah CV,031-3817258 (+62-031-3817258)
Lily Garment,"031-8941706, 031-8961013 (+62-031-8941706, 031-8961013)"
Lima Toko,031-3981128 (+62-031-3981128)
Ling Ling Confectronery Works,0341-426002 (+62-0341-426002)
Lisa Busana Toko,0332-424178 (+62-0332-424178)
Lovely Toko,031-3526848 (+62-031-3526848)
Lucky Star,0341-325106 (+62-0341-325106)
Macan Mandala PT,031-7490597 (+62-031-7490597)
Maju Collection Toko,0341-325392 (+62-0341-325392)
Makmur Toko,0331-486902 (+62-0331-486902)
Mangliawan Indah Garment,0341-794043 (+62-0341-794043)
Mas Agung Colection,0355-327162 (+62-0355-327162)
Mira Fashion Toko,0355-791489 (+62-0355-791489)
Mitrasetia Exindo PT,"0341-801558, 0341-802375 (+62-0341-801558, 0341-802375)"
Monalisa UD,031-3532563 (+62-031-3532563)
Multi Jaya UD,031-8961280 (+62-031-8961280)
Natalia Konfeksi,0331-334867 (+62-0331-334867)
Nisa Toko,0341-591783 (+62-0341-591783)
NN UD,0341-490317 (+62-0341-490317)
Oscar Buana Perkasa CV,031-8968810 (+62-031-8968810)
Picazzo Shop,031-3556263 (+62-031-3556263)
Podo Joyo Konveksi,0321-862936 (+62-0321-862936)
Raja Busana,0352-482934 (+62-0352-482934)
Rani Collection,0341-361266 (+62-0341-361266)
Robinson Toko,0341-361486 (+62-0341-361486)
Sabar Busana,031-7881384 (+62-031-7881384)
Sakinah Gallery,"031-5679382, 031-5612586 (+62-031-5679382, 031-5612586)"
San-El,031-3556393 (+62-031-3556393)
Sari Garment UD,0331-421111 (+62-0331-421111)
Semut Megah Selatan PT,031-3535959 (+62-031-3535959)
Sinar Mas Fashion,0355-321176 (+62-0355-321176)
Sinar Mas Toko,031-8962295 (+62-031-8962295)
Sinar Nirmala Garmindo,0341-560513 (+62-0341-560513)
Sinnoff Penjahit,0341-324832 (+62-0341-324832)
Sofi Garment,031-3576550 (+62-031-3576550)
Sri Star Model,031-8541076 (+62-031-8541076)
Subita Fashion,0342-803119 (+62-0342-803119)
Sudirgo Semesta Pratama PT,031-3814816 (+62-031-3814816)
Sumber Jaya UD,0341-364517 (+62-0341-364517)
Sumber Sandang Toko,0321-860266 (+62-0321-860266)
Susana Toko,0341-326666 (+62-0341-326666)
Tjandra Busana UD,0343-632823 (+62-0343-632823)
Tulus Karya Abadi,031-7310050 (+62-031-7310050)
Varia Busana,0331-483495 (+62-0331-483495)
Wijaya Fashion Toko,0355-791288 (+62-0355-791288)
Wulan Toko,0321-868987 (+62-0321-868987)
Samator Multi Gas Utama PT,0356-326627 (+62-0356-326627)
Samator Multi Gas Utama PT,0356-323692 (+62-0356-323692)
Samator Multigas Utama PT,0341-415844 (+62-0341-415844)
Samator Multigas Utama PT,"031-8530982, 031-8530981 (+62-031-8530982, 031-8530981)"
BOC Gases Indonesia PT,"031-3974225, 031-3974216, 031-3974217, 031-3974218, 031-3974219, 031-3974220, 031-3974221, 031-3974224, 031-3974226, 031-3974227, 031-3974228, 031-3974229, 031-3974230, 031-3974231, 031-3974232, 031-3974233, 031-3974234, 031-3974235, 031-3974237 (+62-031-3974225, 031-3974216, 031-3974217, 031-3974218, 031-3974219, 031-3974220, 031-3974221, 031-3974224, 031-3974226, 031-3974227, 031-3974228, 031-3974229, 031-3974230, 031-3974231, 031-3974232, 031-3974233, 031-3974234, 031-3974235, 031-3974237)"
Aneka Gas Industri PT,"0331-711413, 0331-711907 (+62-0331-711413, 0331-711907)"
Molindo Raya PT,"031-8912970, 031-8913033 (+62-031-8912970, 031-8913033)"
Praxair Indonesia PT,"0341-486157, 0341-479042 (+62-0341-486157, 0341-479042)"
Suman Gaung Persada PT,"031-8416617, 031-8416618, 031-8416619, 031-8416620, 031-8416622 (+62-031-8416617, 031-8416618, 031-8416619, 031-8416620, 031-8416622)"
Aneka Gas Industri PT Persero,0351-464895 (+62-0351-464895)
Armandi Kartika Sumbahansatria PT,"031-3951977, 031-3951978, 031-3952325, 031-3952326 (+62-031-3951977, 031-3951978, 031-3952325, 031-3952326)"
Gading Mas Indah PT,"0341-320255, 0341-327963, 0341-361889 (+62-0341-320255, 0341-327963, 0341-361889)"
Gading Mas Indah PT,0341-356012 (+62-0341-356012)
Gapermigas PT,0333-510860 (+62-0333-510860)
Seulawah CV,"0341-365386, 0341-323763 (+62-0341-365386, 0341-323763)"
Seulawah CV,0341-361230 (+62-0341-361230)
Wirantono Oxigen UD,0341-326788 (+62-0341-326788)
Wirantono Oxigen UD,0341-491028 (+62-0341-491028)
Samator Multigas Utama PT,"031-3952340, 031-3952341 (+62-031-3952340, 031-3952341)"
Samator PT,031-8292727 (+62-031-8292727)
Megah Djaja PT,0333-421365 (+62-0333-421365)
Megah Djaja PT,0333-424268 (+62-0333-424268)
Cestyakara Kencana PT,031-8704528 (+62-031-8704528)
Agar Agar Perus,0341-451709 (+62-0341-451709)
Surgen UD,031-7346561 (+62-031-7346561)
Gangsar Gensets Rental,031-8417202 (+62-031-8417202)
Gangsar Gensets Rental,031-8707355 (+62-031-8707355)
Mercuri CV,0321-322957 (+62-0321-322957)
Sinar Indah,0351-462960 (+62-0351-462960)
Teknindo Geosistem Unggul PT,"031-8705606, 031-8709701 (+62-031-8705606, 031-8709701)"
Tetrasa Geosinindo PT,031-8434539 (+62-031-8434539)
Tetrasa Geosinindo PT,031-8493751 (+62-031-8493751)
Gift Land,0341-572282 (+62-0341-572282)
Undefined,0341-572282 (+62-0341-572282)
Peter's Wood Working,031-8713411 (+62-031-8713411)
Piyo-Piyo,031-5353933 (+62-031-5353933)
Hoggy Citamandiri CV,0341-551297 (+62-0341-551297)
Agung Permai,031-7316329 (+62-031-7316329)
Baru Toko,031-8418188 (+62-031-8418188)
Baru Toko,0336-721222 (+62-0336-721222)
Brantas Toko,0341-597185 (+62-0341-597185)
Cindelaras Toko,"0341-354150, 0341-365569 (+62-0341-354150, 0341-365569)"
Dana Glass & Gypsum,031-8546621 (+62-031-8546621)
Undefined,031-8546621 (+62-031-8546621)
Deco Art Glass,0341-475684 (+62-0341-475684)
Indo Glass,031-8703250 (+62-031-8703250)
Karunia Artistic Design Glass,031-5990620 (+62-031-5990620)
Master Glass,0341-561950 (+62-0341-561950)
Master Piece,031-8708117 (+62-031-8708117)
Master Piece,031-8706816 (+62-031-8706816)
Purnama Raya,031-8700057 (+62-031-8700057)
Rejeki Toko,0331-485246 (+62-0331-485246)
Rejeki Toko,"0331-421303, 0331-487861, 0331-488385 (+62-0331-421303, 0331-487861, 0331-488385)"
Super Toko,0343-426818 (+62-0343-426818)
Yopi,"031-8952521, 031-8952421 (+62-031-8952521, 031-8952421)"
Cahaya Makmur Toko,0341-362976 (+62-0341-362976)
Karya Utama PT,"031-3526851, 031-3523150 (+62-031-3526851, 031-3523150)"
Nusantara Toko,0341-325674 (+62-0341-325674)
Yuli Toko,0324-322239 (+62-0324-322239)
Bintang Mas Toko,"0341-323890, 0341-327933 (+62-0341-323890, 0341-327933)"
Bintang Mas Toko,"0341-325179, 0341-327765 (+62-0341-325179, 0341-327765)"
Bintang Terang Toko,"0341-366263, 0341-354974 (+62-0341-366263, 0341-354974)"
Kedaung Group,031-8700006 (+62-031-8700006)
Kedaung Indah Can Industrial Ltd PT,031-8700006 (+62-031-8700006)
Kedawung Surya Industrial Ltd PT,"031-8700006, 031-8706334, 031-8706335 (+62-031-8700006, 031-8706334, 031-8706335)"
Limo Toko,"0341-366236, 0341-353235 (+62-0341-366236, 0341-353235)"
Mustika Jaya Toko,0331-421306 (+62-0331-421306)
Sumber Agung Toko,0351-462453 (+62-0351-462453)
Pagina Cita PT,0341-361174 (+62-0341-361174)
Pagina Cita PT,"0341-492740, 0341-474194, 0341-474195 (+62-0341-492740, 0341-474194, 0341-474195)"
Prima Sarutama Wijaya PT,"031-7494641, 031-7483216, 031-7494642, 031-7494643 (+62-031-7494641, 031-7483216, 031-7494642, 031-7494643)"
Lisslle Jewelry,031-5459590 (+62-031-5459590)
Matahari Toko,0342-552750 (+62-0342-552750)
234 Toko,0323-821094 (+62-0323-821094)
99 Toko,031-3982155 (+62-031-3982155)
Agung Toko,0341-591702 (+62-0341-591702)
Agung Toko,0331-757134 (+62-0331-757134)
Arofah Toko,0341-591275 (+62-0341-591275)
Asia Toko,0323-321207 (+62-0323-321207)
Asli Toko,0341-591762 (+62-0341-591762)
Asli Toko,0323-321428 (+62-0323-321428)
Asli Toko,031-3097113 (+62-031-3097113)
Barder Toko,0321-395689 (+62-0321-395689)
Barokah Toko,0341-452480 (+62-0341-452480)
Berkah Toko,0342-807795 (+62-0342-807795)
Bersaudara Toko,0341-881557 (+62-0341-881557)
Bil Barokah II Toko,0341-326891 (+62-0341-326891)
Bintang 9 Toko,031-3982394 (+62-031-3982394)
Bintang Terang II Toko,0341-788330 (+62-0341-788330)
Bintang Tiga Toko,0341-362274 (+62-0341-362274)
Bintang Toko,0351-383288 (+62-0351-383288)
Bolodewo Toko,0351-367049 (+62-0351-367049)
Cahaya Baru Toko,Pos-886194 (+62-Pos-886194)
Candra Toko,0351-367669 (+62-0351-367669)
Citra Baru Toko,0322-311720 (+62-0322-311720)
Dana Toko,0331-321153 (+62-0331-321153)
Dewi Sri Toko,0351-493047 (+62-0351-493047)
Dewi Toko,0331-566137 (+62-0331-566137)
Dua Semar Toko,031-8418176 (+62-031-8418176)
Fikrul Toko,0328-667264 (+62-0328-667264)
Gajah 28 Toko,0356-322458 (+62-0356-322458)
Gajah Mada Toko,031-7881991 (+62-031-7881991)
Gajah Toko,0332-421666 (+62-0332-421666)
Gajah Toko,031-8418180 (+62-031-8418180)
Galeri 24 Toko,0321-392972 (+62-0321-392972)
Garuda Toko,0351-746560 (+62-0351-746560)
Gunung Emas Toko,Pos-886181 (+62-Pos-886181)
Hari Prasodjo Toko,0356-811087 (+62-0356-811087)
Jaya Makmur Toko,0353-883780 (+62-0353-883780)
Jaya Toko,0336-881038 (+62-0336-881038)
Kartini Toko,0324-322820 (+62-0324-322820)
Kencana Baru Toko Mas,0321-860837 (+62-0321-860837)
Kendi Toko,0351-439234 (+62-0351-439234)
Keong Mas Toko,0355-397236 (+62-0355-397236)
Kosmetik Pangestu Toko,0341-355745 (+62-0341-355745)
Kota Mas Baru,0341-366441 (+62-0341-366441)
Lancar Toko,0336-321026 (+62-0336-321026)
Lestari Jaya Toko,0341-521364 (+62-0341-521364)
Lima Jaya Toko,0341-788687 (+62-0341-788687)
London Toko,0331-487150 (+62-0331-487150)
Macan Toko,031-8961528 (+62-031-8961528)
Macan Toko,0356-611032 (+62-0356-611032)
Madu Jaya Toko,0324-323844 (+62-0324-323844)
Mahkota Kencana Toko,0341-362613 (+62-0341-362613)
Mahkota Toko,0351-895291 (+62-0351-895291)
Mahkota Toko,031-8419195 (+62-031-8419195)
Maju Toko,0323-321677 (+62-0323-321677)
Maris Toko,0325-421285 (+62-0325-421285)
Merdeka Toko,0331-421100 (+62-0331-421100)
Mira Toko,0333-423655 (+62-0333-423655)
Morodadi Toko,0331-591056 (+62-0331-591056)
Morotrisno Toko,0336-881023 (+62-0336-881023)
Mulia Toko,0341-452533 (+62-0341-452533)
Murni 22 Toko,0355-531826 (+62-0355-531826)
Murni 24 Toko,0355-791591 (+62-0355-791591)
Murni Toko,0322-311804 (+62-0322-311804)
Murni Toko,0341-825352 (+62-0341-825352)
Murni Toko,0324-323117 (+62-0324-323117)
Murni Toko,"0331-484180, 0331-485201 (+62-0331-484180, 0331-485201)"
Naga Toko,0355-791949 (+62-0355-791949)
Undefined,0355-791949 (+62-0355-791949)
Padang Bulan Toko,0341-488033 (+62-0341-488033)
Pagoda Toko,"0351-452711, 0351-452712, 0351-464413 (+62-0351-452711, 0351-452712, 0351-464413)"
Parikesit Toko,0355-791656 (+62-0355-791656)
Pelangi Toko,0331-483345 (+62-0331-483345)
Pelangi Toko,0321-868589 (+62-0321-868589)
Podo Seneng Toko,"031-8419716, 031-8416277 (+62-031-8419716, 031-8416277)"
Podorukun Toko,0343-852396 (+62-0343-852396)
Prayogi Toko,0322-321625 (+62-0322-321625)
Pulau Mas Toko,0355-324950 (+62-0355-324950)
Purnawan Toko,0351-368456 (+62-0351-368456)
Putra Bintang Toko,0336-721227 (+62-0336-721227)
Rahardjo Toko,0341-366506 (+62-0341-366506)
Rahaya Toko,0351-367240 (+62-0351-367240)
Ratna Jaya 21 Toko,0355-322298 (+62-0355-322298)
Rejeki Toko,0331-422806 (+62-0331-422806)
Rosabella Toko,031-8436947 (+62-031-8436947)
Sahabat Baru Toko,0353-883770 (+62-0353-883770)
